Source Term ID	Source Term	TEXT2TERM_MAPPING	TEXT2TERM_MAPPING_LABEL	MAPPING	MAPPING_LABEL	CATEGORY	IS_DISEASE	IS_MEASUREMENT	IS_PHENOTYPE	IS_AMOUNT	IS_PROCESS			Total	
6HZDLnUDbp	False labour	EFO:0009639	Braxton-Hicks contractions	EFO:0009639	Braxton-Hicks contraction	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
3jSnXbjrxD	Prolonged pregnancy	EFO:0009681	post term pregnancy	EFO:0009681	post term pregnancy	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
wb6LuHB6we	Single spontaneous delivery	EFO:0004018	spontaneous mutation	EFO:0009638	spontaneous labor and birth	Unrelated	FALSE	FALSE	FALSE	FALSE	TRUE				
4cRgGt263R	"Complications of the puerperium, not elsewhere classified"	EFO:0009683	puerperal disorder	EFO:0009683	puerperal disorder	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
JztxbQQy3Q	"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium"	EFO:0009682	pregnancy disorder	EFO:0009682	pregnancy disorder	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
EmggZszzzw	Calculus of lower urinary tract	MONDO:0004828	lower urinary tract calculus	EFO:1001228	ureterolithiasis	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
GfPiAEm5sc	"Neuromuscular dysfunction of bladder, not elsewhere classified"	MONDO:0020124	neuromuscular junction disease	HP:0000011	neurogenic bladder	Unrelated	TRUE	FALSE	TRUE	FALSE	FALSE				
83o3G7Qdp2	Other disorders of urethra	EFO:0009689	urethral disease	EFO:0009689	urethral disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HivygwJeVY	Other disorders of urinary system	EFO:0009690	urinary system disease	EFO:0009690	urinary system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
83r2HTtSRj	Hyperplasia of prostate	EFO:0000284	benign prostatic hyperplasia	EFO:0000284	benign prostatic hyperplasia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HUxxk7DW98	Other disorders of prostate	EFO:0009602	prostate disease	EFO:0009602	prostate disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6vDjpcnjS2	Other disorders of breast	EFO:0009483	breast disease	EFO:0009483	breast disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
ENDCVMeGyj	Erosion and ectropion of cervix uteri	EFO:1000862	cervix erosion	EFO:1000862	cervix erosion	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
K3Lig5dVBq	Other abnormal uterine and vaginal bleeding	HP:0100608	Metrorrhagia	HP:0100608	metrorrhagia	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
8mnAUBcjya	Other arthrosis	EFO:1001344	Hemarthrosis	EFO:0002506	osteoarthritis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
7CPbeLhzem	Other acquired deformities of limbs	MONDO:0017427	congenital deformities of limbs	ORPHANET.ORDO:294944	congenital deformities of limbs	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
4kWP5qFsQa	Disorders of patella	EFO:0009665	disorder of patella	EFO:0009665	abnormality of the patella	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
JiuuGNkUTT	Other disorders of muscle	EFO:0002970	muscular disease	EFO:0002970	muscular disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3VrbtkuPgx	Other disorders of synovium and tendon	MONDO:0056799	synovium disorder	EFO:1001435	tenosynovitis	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
55bzKsnd5C	Other enthesopathies	EFO:0009666	enthesopathy	EFO:0009666	enthesopathy	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
68H6HAumZg	"Other soft tissue disorders, not elsewhere classified"	EFO:0009470	soft tissue disease	EFO:0009470	soft tissue disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Jn8zZ9UAcJ	Other disorders of bone	EFO:0004260	bone disease	EFO:0004260	bone disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
FCGTgB9anu	Other disorders of cartilage	EFO:0005802	cartilage disease	EFO:0005802	cartilage disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4j7Mrj5WGZ	Other acquired deformities of musculoskeletal system and connective tissue	EFO:0009676	musculoskeletal system disease	EFO:0009676 | EFO:1001986	musculoskeletal system disease | connective tissue disease	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
CMgjh6mJYp	Other epidermal thickening	HP:0011368	Epidermal thickening	HP:0011368	epidermal thickening	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
7s7dYgz8rt	Embedded and impacted teeth	HP:0011079	Impacted tooth	HP:0011079	impacted tooth	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
FTts52syqU	Other disorders of teeth and supporting structures	MONDO:0002635	periodontal disorder	EFO:1001216	tooth disease	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
33EQjT8boG	Stomatitis and related lesions	EFO:0009688	stomatitis	EFO:0009688	stomatitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Jq7ZjaDmCr	Other diseases of anus and rectum	EFO:0009685	rectal disease	EFO:0009660 | EFO:0009685	anus disease||rectal disease	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
HnfvrYFEq9	Other diseases of pancreas	EFO:0009605	pancreas disease	EFO:0009605	pancreas disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
KKGExnfJAC	Other diseases of digestive system	EFO:0000405	digestive system disease	EFO:0000405	digestive system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Bn36JcMcCy	Acute pharyngitis	EFO:0009657	acute pharyngitis	EFO:0009657	pharyngitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6UyBr2omPt	"Diseases of vocal cords and larynx, not elsewhere classified"	EFO:0009673	laryngeal disease	EFO:0009673	laryngeal disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Fwyrg223zZ	"Bronchitis, not specified as acute or chronic"	EFO:0006505	chronic bronchitis	EFO:0009661	bronchitis	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
HfSbLKE6YX	Pyothorax	EFO:0009680	pleural empyema	EFO:0009680	pleural empyema	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
W73BqVZt9r	"Pleural effusion, not elsewhere classified"	EFO:0009637	pleural effusion	EFO:0009637	pleural effusion	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
4WHjFVQMCN	"Respiratory failure, not elsewhere classified"	EFO:0009686	respiratory failure	EFO:0009686	respiratory failure	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
ArprznhMjr	Other diseases of pericardium	MONDO:0000474	pericardium disorder	EFO:0007427	pericarditis	More General	TRUE	FALSE	FALSE	FALSE	FALSE				
HphbVnH5qs	Other conduction disorders	EFO:0004216	conduct disorder	EFO:0005137	conduction system disease	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
5diGzMMNPn	Other cardiac arrhythmias	EFO:0004269	cardiac arrhythmia	EFO:0004269	cardiac arrythmia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6AmVWxULPe	"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"	EFO:0009677	occlusion precerebral artery	EFO:0009677	occlusion precerebral artery	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
GdfoVgXh4p	Other venous embolism and thrombosis	HP:0004936	Venous thrombosis	EFO:0004286	venous thromboembolism	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
58PAnyJck7	Other non-infective disorders of lymphatic vessels and lymph nodes	EFO:0007352	lymphatic system disease	EFO:0007352	lymphatic system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
993xy7vYZ5	Other disorders of eyelid	EFO:0009547	eyelid disease	EFO:0009547	eyelid disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6xsXamRhwc	Disorders of orbit	MONDO:0024611	orbit neoplasm	EFO:0009664	disease of orbital region	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
FWnJg5prMU	Other disorders of conjunctiva	EFO:1000203	Conjunctival Disorder	EFO:1000203	conjunctival disorder	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3RmJR3NfXg	Other disorders of lens	EFO:0009674	lens disease	EFO:0009674	lens disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4ynMt9YTVk	Paralytic strabismus	EFO:0009678	paralytic strabismus	EFO:0009678	paralytic strabismus	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
CjkxDHUkdt	Other strabismus	HP:0000486	Strabismus	HP:0000486	strabismus	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
6pdKooUayF	Other disorders of eye and adnexa	EFO:0009546	eye adnexa disease	EFO:0009546	eye adnexa disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HtA644wDeC	Other disorders of external ear	EFO:0009668	external ear disease	EFO:0009668	external ear disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
CLcdcFFdM9	Other disorders of Eustachian tube	EFO:0009667	eustachian tube disease	EFO:0009667	eustachian tube disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9NKLgzR75p	Disorders of vestibular function	EFO:0009691	vestibular disease	EFO:0009691	vestibular disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6vspHvUixf	Other diseases of inner ear	EFO:0009672	inner ear disease	EFO:0009672	inner ear disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
BgEwT4hWvG	Otalgia and effusion of ear	HP:0030766	Ear pain	HP:0030766 | EFO:0007415	ear pain||otitis media with effusion	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
J8G28C4riY	"Other disorders of ear, not elsewhere classified"	EFO:1001455	auditory system disease	EFO:1001455	auditory system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
AtpqpxDmWr	Other mononeuropathies	EFO:0009558	mononeuropathy	EFO:0009558	mononeuropathy	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6NVzzjQQ8U	Other polyneuropathies	EFO:0009562	polyneuropathy	EFO:0009562	polyneuropathy	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HSKSGcbUwt	Paraplegia and tetraplegia	EFO:0009684	quadriplegia	EFO:0009679 | EFO:0009684	paraplegia	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
GMDpk43uhK	Other disorders of brain	EFO:0005774	brain disease	EFO:0005774	brain disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
FjARBU7yh3	Other diseases of spinal cord	EFO:0009488	spinal cord disease	EFO:0009488	spinal cord disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Je6GrBCh8z	Somatoform disorders	EFO:0009687	somatoform disorder	EFO:0009687	somatoform disorder	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6wsrU8faoP	Thyrotoxicosis [hyperthyroidism]	EFO:0009190	Thyrotoxicosis	EFO:0009189	hyperthyroidism	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
CzML8jXciF	"Other disorders of fluid, electrolyte and acid-base balance"	HP:0003111	Abnormal blood ion concentration	HP:0001939	abnormality of metabolism/homeostasis	More Specific	FALSE	FALSE	TRUE	FALSE	FALSE				
5grrYyZRgE	Benign lipomatous neoplasm	MONDO:0044983	benign lipomatous neoplasm	EFO:0000759	lipoma	More General	TRUE	FALSE	FALSE	FALSE	FALSE				
4v7rTHD5KM	Melanocytic naevi	MONDO:0044792	large congenital melanocytic nevus	EFO:0009675	Melanocytic nevus	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
77z7kkrxAz	Benign neoplasm of other and unspecified endocrine glands	MONDO:0000627	benign endocrine neoplasm	EFO:0003769	endocrine neoplasm	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
3nKuoLxFhy	Benign neoplasm of other and unspecified sites	EFO:0002422	benign neoplasm	EFO:0002422	benign neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4iuRHuMbvY	Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs	EFO:0003868	mouth neoplasm	EFO:0008549	digestive system neoplasm	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
ojCktLXzYL	Other aplastic anaemias	HP:0001915	Aplastic anemia	HP:0001915	aplastic anemia	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
9eVHVbj94e	Other diseases of blood and blood-forming organs	EFO:0005803	hematologic disease	EFO:0005803	hematologic disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
BFpRUXVPLh	"Other disorders involving the immune mechanism, not elsewhere classified"	EFO:0000540	immune system disease	EFO:0000540	immune system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
EhLNxdBd4i	Other and unspecified types of non-Hodgkin's lymphoma	EFO:0000183	Hodgkins lymphoma	EFO:0005952	non-Hodgkins lymphoma	Sibling	TRUE	FALSE	FALSE	FALSE	FALSE				
Fwd3MCNsYV	Other disorders of adrenal gland	EFO:0005539	adrenal gland disease	EFO:0005539	adrenal gland disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
