Source Term ID	Source Term	t2t.Mapping	t2t.MappingLabel	Benchmark.Mapping	Benchmark.MappingLabel	Classification	IsDisease	IsMeasurement	IsPhenotype	IsAmount	IsProcess			Total	%	IsDisease	IsMeasurement	IsPhenotype	IsAmount	IsProcess	
EQJpavVXH5	False labour	EFO:0009639	Braxton-Hicks contractions	EFO:0009639	Braxton-Hicks contraction	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
t3u7NWtfap	Prolonged pregnancy	EFO:0009681	post term pregnancy	EFO:0009681	post term pregnancy	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
zzdaGNCCg2	Single spontaneous delivery	EFO:0004018	spontaneous mutation	EFO:0009638	spontaneous labor and birth	Unrelated	FALSE	FALSE	FALSE	FALSE	TRUE										
iXJgAz3rKi	"Complications of the puerperium, not elsewhere classified"	EFO:0009683	puerperal disorder	EFO:0009683	puerperal disorder	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
urvmA6Fvm8	"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium"	EFO:0009682	pregnancy disorder	EFO:0009682	pregnancy disorder	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
uRZDR5zenK	Calculus of lower urinary tract	MONDO:0004828	lower urinary tract calculus	EFO:1001228	ureterolithiasis	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
i3EmFEozej	"Neuromuscular dysfunction of bladder, not elsewhere classified"	MONDO:0020124	neuromuscular junction disease	HP:0000011	neurogenic bladder	Unrelated	TRUE	FALSE	TRUE	FALSE	FALSE										
WdMm96EJm7	Other disorders of urethra	EFO:0009689	urethral disease	EFO:0009689	urethral disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
sXTRiWUkTn	Other disorders of urinary system	EFO:0009690	urinary system disease	EFO:0009690	urinary system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
agXD3hFLsz	Hyperplasia of prostate	EFO:0000284	benign prostatic hyperplasia	EFO:0000284	benign prostatic hyperplasia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
EpCCJt2oob	Other disorders of prostate	EFO:0009602	prostate disease	EFO:0009602	prostate disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
qWyqegWfML	Other disorders of breast	EFO:0009483	breast disease	EFO:0009483	breast disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
tpdLHMcM5L	Erosion and ectropion of cervix uteri	EFO:1000862	cervix erosion	EFO:1000862	cervix erosion	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
x5MPjRM9RA	Other abnormal uterine and vaginal bleeding	HP:0100608	Metrorrhagia	HP:0100608	metrorrhagia	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
ALQRBpcRF8	Other arthrosis	EFO:1001344	Hemarthrosis	EFO:0002506	osteoarthritis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
vLfWzc5YtD	Other acquired deformities of limbs	MONDO:0017427	congenital deformities of limbs	ORDO:294944	congenital deformities of limbs	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
sJgXpGXr66	Disorders of patella	EFO:0009665	disorder of patella	EFO:0009665	abnormality of the patella	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
LKYwaKmqyo	Other disorders of muscle	EFO:0002970	muscular disease	EFO:0002970	muscular disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
ZQDKtHQsdW	Other disorders of synovium and tendon	MONDO:0056799	synovium disorder	EFO:1001435	tenosynovitis	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
d6m4UKVqTQ	Other enthesopathies	EFO:0009666	enthesopathy	EFO:0009666	enthesopathy	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
3BtdafbToQ	"Other soft tissue disorders, not elsewhere classified"	EFO:0009470	soft tissue disease	EFO:0009470	soft tissue disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
n4KUUnxTvQ	Other disorders of bone	EFO:0004260	bone disease	EFO:0004260	bone disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
afzCXwTCpN	Other disorders of cartilage	EFO:0005802	cartilage disease	EFO:0005802	cartilage disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
hZsvdbf4Ni	Other acquired deformities of musculoskeletal system and connective tissue	EFO:0009676	musculoskeletal system disease	EFO:0009676 | EFO:1001986	musculoskeletal system disease | connective tissue disease	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
qyFCEjeC2V	Other epidermal thickening	HP:0011368	Epidermal thickening	HP:0011368	epidermal thickening	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
JBr3EwntHz	Embedded and impacted teeth	HP:0011079	Impacted tooth	HP:0011079	impacted tooth	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
EZSoU3oUY6	Other disorders of teeth and supporting structures	MONDO:0002635	periodontal disorder	EFO:1001216	tooth disease	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
exCwtevK5H	Stomatitis and related lesions	EFO:0009688	stomatitis	EFO:0009688	stomatitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
dbGGfCctQx	Other diseases of anus and rectum	EFO:0009685	rectal disease	EFO:0009660 | EFO:0009685	anus disease||rectal disease	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
fmYCLyUBrf	Other diseases of pancreas	EFO:0009605	pancreas disease	EFO:0009605	pancreas disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
fRkYhuZhgZ	Other diseases of digestive system	EFO:0000405	digestive system disease	EFO:0000405	digestive system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
ZZT9i9zCP6	Acute pharyngitis	EFO:0009657	acute pharyngitis	EFO:0009657	pharyngitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
WF6vxLtJ4G	"Diseases of vocal cords and larynx, not elsewhere classified"	EFO:0009673	laryngeal disease	EFO:0009673	laryngeal disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
AwarDsNuYN	"Bronchitis, not specified as acute or chronic"	EFO:0006505	chronic bronchitis	EFO:0009661	bronchitis	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
r5k9MMfXK2	Pyothorax	EFO:0009680	pleural empyema	EFO:0009680	pleural empyema	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
fetyLtFSCa	"Pleural effusion, not elsewhere classified"	EFO:0009637	pleural effusion	EFO:0009637	pleural effusion	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
TCioyx3Gza	"Respiratory failure, not elsewhere classified"	EFO:0009686	respiratory failure	EFO:0009686	respiratory failure	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
hShgo8VTpB	Other diseases of pericardium	MONDO:0000474	pericardium disorder	EFO:0007427	pericarditis	More General	TRUE	FALSE	FALSE	FALSE	FALSE										
7L7skDWmkL	Other conduction disorders	EFO:0004216	conduct disorder	EFO:0005137	conduction system disease	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
M7yaNYawB5	Other cardiac arrhythmias	EFO:0004269	cardiac arrhythmia	EFO:0004269	cardiac arrythmia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
PUBkoAFNKS	"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"	EFO:0009677	occlusion precerebral artery	EFO:0009677	occlusion precerebral artery	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
yF6T92Gmmy	Other venous embolism and thrombosis	HP:0004936	Venous thrombosis	EFO:0004286	venous thromboembolism	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
43Q33veVGn	Other non-infective disorders of lymphatic vessels and lymph nodes	EFO:0007352	lymphatic system disease	EFO:0007352	lymphatic system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
M9aYiiu5ZX	Other disorders of eyelid	EFO:0009547	eyelid disease	EFO:0009547	eyelid disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
RHfqFZMHYe	Disorders of orbit	MONDO:0024611	orbit neoplasm	EFO:0009664	disease of orbital region	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
TjpTbEKyaB	Other disorders of conjunctiva	EFO:1000203	Conjunctival Disorder	EFO:1000203	conjunctival disorder	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
VwGFNQJ9vV	Other disorders of lens	EFO:0009674	lens disease	EFO:0009674	lens disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
KALzegwyZm	Paralytic strabismus	EFO:0009678	paralytic strabismus	EFO:0009678	paralytic strabismus	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
yrzKPM5ugK	Other strabismus	HP:0000486	Strabismus	HP:0000486	strabismus	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
tE8nCc8tYE	Other disorders of eye and adnexa	EFO:0009546	eye adnexa disease	EFO:0009546	eye adnexa disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
VwroC6c2CA	Other disorders of external ear	EFO:0009668	external ear disease	EFO:0009668	external ear disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
WXSownL8mb	Other disorders of Eustachian tube	EFO:0009667	eustachian tube disease	EFO:0009667	eustachian tube disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
TnQXh3mVsr	Disorders of vestibular function	EFO:0009691	vestibular disease	EFO:0009691	vestibular disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
bHGpoH69Zj	Other diseases of inner ear	EFO:0009672	inner ear disease	EFO:0009672	inner ear disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
Z7tL4sZTL4	Otalgia and effusion of ear	HP:0030766	Ear pain	HP:0030766 | EFO:0007415	ear pain||otitis media with effusion	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
8qcTkHh5SJ	"Other disorders of ear, not elsewhere classified"	MONDO:0021205	disorder of ear	EFO:1001455	auditory system disease	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
wUzRbPYJ4u	Other mononeuropathies	EFO:0009558	mononeuropathy	EFO:0009558	mononeuropathy	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
jmjbAunezS	Other polyneuropathies	EFO:0009562	polyneuropathy	EFO:0009562	polyneuropathy	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
vAAQKaojga	Paraplegia and tetraplegia	EFO:0009684	quadriplegia	EFO:0009679 | EFO:0009684	paraplegia	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
FfXTqDCrCo	Other disorders of brain	EFO:0005774	brain disease	EFO:0005774	brain disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
nFQukTvA8P	Other diseases of spinal cord	EFO:0009488	spinal cord disease	EFO:0009488	spinal cord disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
duTEC9eEGv	Somatoform disorders	EFO:0009687	somatoform disorder	EFO:0009687	somatoform disorder	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
PdHXyp2eWJ	Thyrotoxicosis [hyperthyroidism]	EFO:0009190	Thyrotoxicosis	EFO:0009189	hyperthyroidism	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
FWLAAhVPJy	"Other disorders of fluid, electrolyte and acid-base balance"	HP:0003111	Abnormal blood ion concentration	HP:0001939	abnormality of metabolism/homeostasis	More Specific	FALSE	FALSE	TRUE	FALSE	FALSE										
PCX2PvMZKz	Benign lipomatous neoplasm	MONDO:0044983	benign lipomatous neoplasm	EFO:0000759	lipoma	More General	TRUE	FALSE	FALSE	FALSE	FALSE										
EKHob7TX3L	Melanocytic naevi	MONDO:0044792	large congenital melanocytic nevus	EFO:0009675	Melanocytic nevus	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
kTNQbJEqs6	Benign neoplasm of other and unspecified endocrine glands	MONDO:0000627	benign endocrine neoplasm	EFO:0003769	endocrine neoplasm	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
VLsn248a3e	Benign neoplasm of other and unspecified sites	EFO:0002422	benign neoplasm	EFO:0002422	benign neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
LKN9PNj5hk	Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs	EFO:0003868	mouth neoplasm	EFO:0008549	digestive system neoplasm	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
2hGjSA6zBV	Other aplastic anaemias	HP:0001915	Aplastic anemia	HP:0001915	aplastic anemia	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
KojCh4MojB	Other diseases of blood and blood-forming organs	EFO:0005803	hematologic disease	EFO:0005803	hematologic disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
VNWsKFi85c	"Other disorders involving the immune mechanism, not elsewhere classified"	EFO:0000540	immune system disease	EFO:0000540	immune system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
uSazyQ9GEW	Other and unspecified types of non-Hodgkin's lymphoma	EFO:0000183	Hodgkins lymphoma	EFO:0005952	non-Hodgkins lymphoma	Sibling	TRUE	FALSE	FALSE	FALSE	FALSE										
gk2UTFmARk	Other disorders of adrenal gland	EFO:0005539	adrenal gland disease	EFO:0005539	adrenal gland disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
