Source Term ID	Source Term	t2t.Mapping	t2t.MappingLabel	Benchmark.Mapping	Benchmark.MappingLabel	Classification	IsDisease	IsMeasurement	IsPhenotype	IsAmount	IsProcess
ZFS:0000042	Juvenile:Days 30-44	EFO:0001301	juvenile days 30-44	EFO:0001301	juvenile days 30-44	Same	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000043	Juvenile:Days 45-89	EFO:0001302	juvenile days 45-89	EFO:0001302	juvenile days 45-89	Same	FALSE	FALSE	FALSE	FALSE	TRUE
FBdv:00005336	larval stage	EFO:0007695	Danio rerio larval stage	EFO:0001303	obsolete_larval stage	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
WBls:0000023	larva Ce	EFO:0007694	Caenorhabditis elegans larval stage	EFO:0001303	obsolete_larval stage	Same	FALSE	FALSE	FALSE	FALSE	FALSE
XAO:1000008	tadpole stage	EFO:0005309	Ta stage	EFO:0001303	obsolete_larval stage	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
ZFS:0000036	Larval:Day 4	EFO:0001304	larval day 4	EFO:0001304	larval day 4	Same	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000037	Larval:Day 5	EFO:0001305	larval day 5	EFO:0001305	larval day 5	Same	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000038	Larval:Day 6	EFO:0001306	larval day 6	EFO:0001306	larval day 6	Same	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000040	Larval:Days 14-20	EFO:0001307	larval day 14-20	EFO:0001307	larval day 14-20	Same	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000041	Larval:Days 21-29	EFO:0001308	larval day 21-29	EFO:0001308	larval day 21-29	Same	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000039	Larval:Days 7-13	EFO:0001304	larval day 4	EFO:0001309	larval day 7-13	Sibling	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000032	Pharyngula:High-pec	EFO:0001311	pharyngula high-pec	EFO:0001311	pharyngula high-pec	Same	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000030	Pharyngula:Prim-15	EFO:0001312	pharyngula prim-15	EFO:0001312	pharyngula prim-15	Same	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000031	Pharyngula:Prim-25	EFO:0001313	pharyngula prim-25	EFO:0001313	pharyngula prim-25	Same	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000029	Pharyngula:Prim-5	EFO:0001314	pharyngula prim-5	EFO:0001314	pharyngula prim-5	Same	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000023	Segmentation:1-4 somites	EFO:0001316	segmentation 1-4 somites	EFO:0001316	segmentation 1-4 somites	Same	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000024	Segmentation:5-9 somites	EFO:0001316	segmentation 1-4 somites	EFO:0001317	segmentation 5-9 somites	Sibling	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000025	Segmentation:10-13 somites	EFO:0001318	segmentation 10-13 somites	EFO:0001318	segmentation 10-13 somites	Same	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000026	Segmentation:14-19 somites	EFO:0001319	segmentation 14-19 somites	EFO:0001319	segmentation 14-19 somites	Same	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000027	Segmentation:20-25 somites	EFO:0001320	segmentation 20-25 somites	EFO:0001320	segmentation 20-25 somites	Same	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000028	Segmentation:26+ somites	EFO:0001321	segmentation 26+ somites	EFO:0001321	segmentation 26+ somites	Same	FALSE	FALSE	FALSE	FALSE	TRUE
EMAPA:16033	1-cell stage embryo	EFO:0007725	embryo stage	EFO:0001322	fertilized egg stage	Sibling	FALSE	FALSE	FALSE	FALSE	TRUE
FBdv:00005288	fertilized egg stage	EFO:0001322	fertilized egg stage	EFO:0001322	fertilized egg stage	Same	FALSE	FALSE	FALSE	FALSE	TRUE
XAO:0000035	zygote	EFO:0001322	fertilized egg stage	EFO:0001322	fertilized egg stage	Same	FALSE	FALSE	FALSE	FALSE	TRUE
ZFA:0000001	Kupffer's vesicle	EFO:0001322	fertilized egg stage	EFO:0001322	fertilized egg stage	Same	FALSE	FALSE	FALSE	FALSE	TRUE
ZFS:0000001	Zygote:1-cell	EFO:0001322	fertilized egg stage	EFO:0001322	fertilized egg stage	Same	FALSE	FALSE	FALSE	FALSE	TRUE
BTO:0000657	jejunum	MONDO:0002564	jejunal neoplasm	EFO:0001333	obsolete_jejunum	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:7207	Jejunum	MONDO:0002564	jejunal neoplasm	EFO:0001333	obsolete_jejunum	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000340	jejunum	MONDO:0002564	jejunal neoplasm	EFO:0001333	obsolete_jejunum	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000620	ileum	EFO:1000981	ileal neoplasm	EFO:0001334	obsolete_ileum	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:7208	Ileum	EFO:1000981	ileal neoplasm	EFO:0001334	obsolete_ileum	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000339	ileum	EFO:1000981	ileal neoplasm	EFO:0001334	obsolete_ileum	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MONDO:0005144	familial amyotrophic lateral sclerosis	EFO:0001356	familial amyotrophic lateral sclerosis	EFO:0001356	familial amyotrophic lateral sclerosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0080917	sporatic amyotrophic lateral sclerosis	EFO:0001357	sporadic amyotrophic lateral sclerosis	EFO:0001357	sporadic amyotrophic lateral sclerosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0005145	sporadic amyotrophic lateral sclerosis	EFO:0001357	sporadic amyotrophic lateral sclerosis	EFO:0001357	sporadic amyotrophic lateral sclerosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:2055	post-traumatic stress disorder	EFO:0001358	post-traumatic stress disorder	EFO:0001358	post-traumatic stress disorder	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3389	Post-Traumatic Stress Disorder	EFO:0001358	post-traumatic stress disorder	EFO:0001358	post-traumatic stress disorder	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:9744	type 1 diabetes mellitus	MONDO:0005147	type 1 diabetes mellitus	EFO:0001359	obsolete_type I diabetes mellitus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:9352	type 2 diabetes mellitus	MONDO:0005148	type 2 diabetes mellitus	EFO:0001360	obsolete_type II diabetes mellitus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:6432	pulmonary hypertension	EFO:0001361	pulmonary arterial hypertension	EFO:0001361	pulmonary arterial hypertension	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0015924	pulmonary arterial hypertension	EFO:0001361	pulmonary arterial hypertension	EFO:0001361	pulmonary arterial hypertension	Same	TRUE	FALSE	FALSE	FALSE	FALSE
BTO:0000630	inner ear	EFO:0009672	inner ear disease	EFO:0001363	obsolete_inner ear structure	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001691	spiral organ	EFO:0003397	hypopharyngeal sense organ	EFO:0001364	obsolete_organ of corti	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:10871	age related macular degeneration	EFO:0001365	age-related macular degeneration	EFO:0001365	age-related macular degeneration	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:4448	macular degeneration	EFO:0001365	age-related macular degeneration	EFO:0001365	age-related macular degeneration	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0005150	age-related macular degeneration	EFO:0001365	age-related macular degeneration	EFO:0001365	age-related macular degeneration	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C84391	Age-Related Macular Degeneration	EFO:0001365	age-related macular degeneration	EFO:0001365	age-related macular degeneration	Same	TRUE	FALSE	FALSE	FALSE	FALSE
BTO:0002496	dentate gyrus	EFO:0010083	dentate gyrus volume measurement	EFO:0001366	obsolete_dentate gyrus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
EMAPA:19148	EMAPA_19148	MONDO:0011462	pyogenic arthritis-pyoderma gangrenosum-acne syndrome	EFO:0001366	obsolete_dentate gyrus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000191	hippocampus	HP:0025517	Hypoplastic hippocampus	EFO:0001366	obsolete_dentate gyrus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
WBls:0000003	embryo Ce	EFO:0007725	embryo stage	EFO:0001367	obsolete_embryo stage	Same	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:13354	Intercostal muscle	EFO:0002970	muscular disease	EFO:0001368	obsolete_intercostal muscle	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:13478	Vertebral column	EFO:0001369	vertebral column structure	EFO:0001369	vertebral column structure	Same	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:10446	Intervertebral disk	EFO:0004994	lumbar disc degeneration	EFO:0001370	obsolete_intervertebral disc	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000110	intervertebral disc	EFO:0004994	lumbar disc degeneration	EFO:0001370	obsolete_intervertebral disc	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:9914	Vertebra	MONDO:0045002	vertebral disorder	EFO:0001371	obsolete_vertebra	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000309	vertebra	MONDO:0045002	vertebral disorder	EFO:0001371	obsolete_vertebra	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:61894	Precentral gyrus	EFO:0010325	precentral gyrus volume measurement	EFO:0001373	obsolete_precentral gyrus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:5485	synovial sarcoma	EFO:0001376	synovial sarcoma	EFO:0001376	synovial sarcoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
HP:0012570	Sarcoma sinovial	EFO:0001376	synovial sarcoma	EFO:0001376	synovial sarcoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0010434	synovial sarcoma	EFO:0001376	synovial sarcoma	EFO:0001376	synovial sarcoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3400	Synovial Sarcoma	EFO:0001376	synovial sarcoma	EFO:0001376	synovial sarcoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:9538	multiple myeloma	EFO:0001378	multiple myeloma	EFO:0001378	multiple myeloma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0009693	plasma cell myeloma	EFO:0001378	multiple myeloma	EFO:0001378	multiple myeloma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3242	Multiple Myeloma	EFO:0001378	multiple myeloma	EFO:0001378	multiple myeloma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:28	endocrine system disease	EFO:0001379	endocrine system disease	EFO:0001379	endocrine system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0005151	endocrine system disorder	EFO:0001379	endocrine system disease	EFO:0001379	endocrine system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3009	Endocrine System Disorder	EFO:0001379	endocrine system disease	EFO:0001379	endocrine system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:9406	hypopituitarism	EFO:0001380	hypopituitarism	EFO:0001380	hypopituitarism	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C62591	Hypopituitarism	EFO:0001380	hypopituitarism	EFO:0001380	hypopituitarism	Same	TRUE	FALSE	FALSE	FALSE	FALSE
BTO:0001784	Peyer's gland	EFO:0010896	small intestine Peyer's patch T cell	EFO:0001381	obsolete_Peyer's patch	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:61896	Postcentral gyrus	EFO:0010323	postcentral gyrus volume measurement	EFO:0001383	obsolete_postcentral gyrus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0002807	prefrontal cortex	EFO:0009334	prefrontal cortex growth measurement	EFO:0001384	obsolete_prefrontal cortex	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:224850	Prefrontal cortex	EFO:0009334	prefrontal cortex growth measurement	EFO:0001384	obsolete_prefrontal cortex	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:22532	Tibialis anterior	EFO:1001213	tibial neuropathy	EFO:0001385	obsolete_tibialis anterior muscle	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:55022	Uvula	MONDO:0008637	bifid uvula	EFO:0001386	obsolete_uvula	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001316	submandibular gland	EFO:1001853	submandibular gland neoplasm	EFO:0001387	obsolete_submandibular gland	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001740	hypopharynx	MONDO:0021358	neoplasm of hypopharynx	EFO:0001388	obsolete_laryngopharynx	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000044	tear gland	HP:0009926	Epiphora	EFO:0001389	obsolete_lacrimal gland	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000615	corpus callosum	HP:0001274	Agenesis of corpus callosum	EFO:0001390	obsolete_corpus callosum	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0002252	subthalamic nucleus	MONDO:0003081	thalamic disorder	EFO:0001392	obsolete_subthalamic nucleus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001101	pons	EFO:1001217	Treponema infectious disease	EFO:0001394	obsolete_pons	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001284	femur	EFO:0007270	femoral cancer	EFO:0001396	obsolete_femur	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000778	pulmonary artery	MONDO:0002095	vascular cancer	EFO:0001399	obsolete_pulmonary artery	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001218	scapula	HP:0000882	Hypoplastic scapulae	EFO:0001400	obsolete_scapula	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001387	tonsil	MONDO:0021250	tonsil neoplasm	EFO:0001401	obsolete_tonsil	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001072	trigeminal nerve	EFO:0009569	trigeminal nerve disease	EFO:0001402	obsolete_trigeminal nerve	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:58342	Corneoscleral junction	MONDO:0023865	corneal infection	EFO:0001403	obsolete_corneal limbus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001235	seminiferous tubule	EFO:0001404	seminiferous tubules	EFO:0001404	seminiferous tubules	Same	FALSE	FALSE	FALSE	FALSE	FALSE
EMAPA:16042	extraembryonic component	EFO:0009950	disease of extraembryonic membrane	EFO:0001406	obsolete_extraembryonic tissue	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FBbt:00005835	extraembryonic structure	EFO:0000795	animal developmental tissue	EFO:0001406	obsolete_extraembryonic tissue	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001078	placenta	MONDO:0021218	placenta neoplasm	EFO:0001407	obsolete_placenta	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:63934	Placenta	MONDO:0021218	placenta neoplasm	EFO:0001407	obsolete_placenta	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000386	placenta	MONDO:0021218	placenta neoplasm	EFO:0001407	obsolete_placenta	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0002354	talus	MONDO:0008652	congenital vertical talus	EFO:0001409	obsolete_ankle	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000506	gastrocnemius	EFO:0009608	stomach disease	EFO:0001413	obsolete_gastrocnemius	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001415	umbilical cord	HP:0010881	Abnormality of the umbilical cord	EFO:0001415	obsolete_umbilical cord	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:85541	Umbilical cord	HP:0010881	Abnormality of the umbilical cord	EFO:0001415	obsolete_umbilical cord	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:3702	cervical adenocarcinoma	EFO:0001416	cervical adenocarcinoma	EFO:0001416	cervical adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4029	Cervical Adenocarcinoma	EFO:0001416	cervical adenocarcinoma	EFO:0001416	cervical adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
BTO:0001221	sciatic nerve	MONDO:0001543	lesion of sciatic nerve	EFO:0001417	obsolete_sciatic nerve	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:19034	Sciatic nerve	MONDO:0001543	lesion of sciatic nerve	EFO:0001417	obsolete_sciatic nerve	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:409	liver disease	EFO:0001421	liver disease	EFO:0001421	liver disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0005154	liver disorder	EFO:0001421	liver disease	EFO:0001421	liver disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3196	Liver and Intrahepatic Bile Duct Disorder	EFO:0001421	liver disease	EFO:0001421	liver disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:5082	liver cirrhosis	EFO:0001422	cirrhosis of liver	EFO:0001422	cirrhosis of liver	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0005155	cirrhosis of liver	EFO:0001422	cirrhosis of liver	EFO:0001422	cirrhosis of liver	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C2951	Cirrhosis	EFO:0001422	cirrhosis of liver	EFO:0001422	cirrhosis of liver	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:640	encephalomyelitis	EFO:0001423	encephalomyelitis	EFO:0001423	encephalomyelitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C34580	Encephalomyelitis	EFO:0001423	encephalomyelitis	EFO:0001423	encephalomyelitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
BTO:0001755	masseter	EFO:0007062	tumor mass	EFO:0001424	obsolete_masseter muscle	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
EFO:0001642	lymphoid neoplasm	EFO:0001642	lymphoid neoplasm	EFO:0001642	lymphoid neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C7065	Lymphocytic Neoplasm	EFO:0001642	lymphoid neoplasm	EFO:0001642	lymphoid neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
BTO:0001819	stria vascularis	MONDO:0024296	vascular neoplasm	EFO:0001644	obsolete_stria vascularis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:3393	coronary artery disease	EFO:0001645	coronary artery disease	EFO:0001645	coronary artery disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0005010	coronary artery disorder	EFO:0001645	coronary artery disease	EFO:0001645	coronary artery disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C26732	Coronary Artery Disease	EFO:0001645	coronary artery disease	EFO:0001645	coronary artery disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:10286	prostate carcinoma	EFO:0001663	prostate carcinoma	EFO:0001663	prostate carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4863	Prostate Carcinoma	EFO:0001663	prostate carcinoma	EFO:0001663	prostate carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
BTO:0001113	prepuce	MONDO:0021164	posthitis	EFO:0001664	obsolete_foreskin	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:3627	aortic aneurysm	EFO:0001666	aortic aneurysm	EFO:0001666	aortic aneurysm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
HP:0004942	Aneurisma aórtico	EFO:0005176	Coimbra ecotype	EFO:0001666	aortic aneurysm	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0005160	aortic aneurysm	EFO:0001666	aortic aneurysm	EFO:0001666	aortic aneurysm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:11166	Human papillomavirus infectious disease	EFO:0001668	human papilloma virus infection	EFO:0001668	human papilloma virus infection	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0005161	human papilloma virus infection	EFO:0001668	human papilloma virus infection	EFO:0001668	human papilloma virus infection	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C27851	Human Papillomavirus Infection	EFO:0001668	human papilloma virus infection	EFO:0001668	human papilloma virus infection	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0005163	simian immunodeficiency virus infection	EFO:0001675	simian immunodeficiency virus infection	EFO:0001675	simian immunodeficiency virus infection	Same	TRUE	FALSE	FALSE	FALSE	FALSE
PATO:0000117	size	EFO:0001695	size	EFO:0001695	size	Same	FALSE	FALSE	FALSE	FALSE	FALSE
PATO:0001323	area	EFO:0001696	area	EFO:0001696	area	Same	FALSE	FALSE	FALSE	FALSE	FALSE
PATO:0000146	temperature	EFO:0001702	temperature	EFO:0001702	temperature	Same	FALSE	FALSE	FALSE	FALSE	FALSE
PATO:0000918	volume	EFO:0001715	volume	EFO:0001715	volume	Same	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001658	aerial part	EFO:0001901	aerial part	EFO:0001901	aerial part	Same	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001572	articular cartilage	MONDO:0003816	articular cartilage disorder	EFO:0001902	obsolete_articular cartilage	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000131	blood plasma	MONDO:0002334	hematopoietic and lymphoid system neoplasm	EFO:0001905	obsolete_blood plasma	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0002045	capillary	MONDO:0001574	capillary disorder	EFO:0001906	obsolete_capillary	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
ZFA:0001058	caudal fin	EFO:0001908	caudal	EFO:0001909	obsolete_caudal fin	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000212	caudate putamen	EFO:0008389	putamen measurement	EFO:0001912	obsolete_caudate putamen	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0001724	cervix epithelium	MONDO:0021634	epithelial skin neoplasm	EFO:0001913	obsolete_cervix epithelium	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001442	brain ventricle	EFO:0007201	cerebral ventricle cancer	EFO:0001914	obsolete_brain ventricle	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000258	choroid plexus	MONDO:0016717	choroid plexus neoplasm	EFO:0001915	obsolete_choroid plexus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000287	corneal epithelium	MONDO:0020212	superficial corneal dystrophy	EFO:0001917	obsolete_corneal epithelium	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0002434	dorsal raphe nucleus	EFO:0001656	dorsal	EFO:0001919	obsolete_dorsal raphe nucleus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:72356	Entorhinal area	EFO:0005092	entorhinal cortical volume	EFO:0001920	obsolete_entorhinal cortex	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001579	extraocular muscle	MONDO:0004746	myopathy of extraocular muscle	EFO:0001921	obsolete_extraocular muscle	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:49033	Extra-ocular muscle	MONDO:0004746	myopathy of extraocular muscle	EFO:0001921	obsolete_extraocular muscle	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000470	flower bud	EFO:0001294	gastrula bud	EFO:0001924	obsolete_flower bud	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000519	gingiva	MONDO:0021086	gingival neoplasm	EFO:0001925	obsolete_gum	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:59762	Gingiva	MONDO:0021086	gingival neoplasm	EFO:0001925	obsolete_gum	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001733	gynoecium	EFO:1001335	Gynatresia	EFO:0001926	obsolete_gynoecium	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FBbt:00004482	adult head capsule	EFO:0001272	adult	EFO:0001927	obsolete_head capsule	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000663	hindlimb muscle	MONDO:0000952	cancer of long bone of lower limb	EFO:0001928	obsolete_hindlimb muscle	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
ZFA:0000117	hypoblast	MONDO:0016611	lipoblastoma	EFO:0001930	obsolete_hypoblast	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000613	hypocotyl	EFO:0009491	adrenocortical insufficiency	EFO:0001931	obsolete_hypocotyl	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:72438	Ventral tegmental area	EFO:0002528	substantia nigra and ventral tegmental area	EFO:0001935	obsolete_ventral tegmental area	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:77614	Ventral striatum	EFO:0001662	ventral	EFO:0001936	obsolete_ventral striatum	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001563	vastus lateralis	EFO:0001657	lateral	EFO:0001937	obsolete_vastus lateralis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001149	quadriceps	MONDO:0011603	GNE myopathy	EFO:0001938	obsolete_quadricep muscle	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001419	urine	HP:0000093	Proteinuria	EFO:0001939	obsolete_urine	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001509	umbilical vein	HP:0001537	Umbilical hernia	EFO:0001940	obsolete_umbilical vein	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:61905	Superior temporal gyrus	EFO:0010331	superior temporal gyrus volume measurement	EFO:0001944	obsolete_superior temporal gyrus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001325	superior cervical ganglion	MONDO:0021230	uterine cervix neoplasm	EFO:0001945	obsolete_superior cervical ganglion	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001265	soleus	MONDO:0004567	ileus	EFO:0001946	obsolete_soleus muscle	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000247	shoot tip	EFO:0000992	shoot	EFO:0001947	obsolete_shoot apex	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
PO:0000037	shoot axis apex	EFO:0000992	shoot	EFO:0001947	obsolete_shoot apex	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000887	muscle	EFO:0002970	muscular disease	EFO:0001949	obsolete_muscle	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000863	midgut	MONDO:0008666	volvulus of midgut	EFO:0001950	obsolete_midgut	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:3947	Internal carotid artery	EFO:0003781	carotid artery disease	EFO:0001952	obsolete_internal carotid artery	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:10635	External carotid artery	EFO:0003781	carotid artery disease	EFO:0001953	obsolete_external carotid artery	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
